nct_id,pmid,title,abstract,label,source,confidence,primary_endpoint,reasoning,phase,overall_status,enrollment,start_date,completion_date,why_stopped
NCT05131776,18266048,32P as an adjunct to standard therapy for locally advanced unresectable pancreatic cancer: a randomized trial.,"This prospective randomized trial was undertaken to determine the added efficacy of (32)P in treating locally advanced unresectable pancreatic cancer. Thirty patients with biopsy proven locally advanced unresectable adenocarcinoma of the pancreas were assessable after receiving 5-fluorouracil and radiation therapy with or without (32)P, followed by gemcitabine. Intratumoral (32)P dose was determined by tumor size and volume and was administered at months 0, 1, 2, 6, 7, and 8. Tumor cross-sectional area and liquefaction were determined at intervals by computed tomography scan. Tumor liquefaction occurred in 78% of patients receiving (32)P and in 8% of patients not receiving (32)P, although tumor cross-sectional area did not decrease. Serious adverse events occurred more often per patient for patients receiving (32)P (4.2 +/- 3.1 vs. 1.8 +/- 1.9; p = 0.03) leading to more hospitalizations. Death was because of disease progression (23 patients), gastrointenstinal hemorrhage (4 patients), and stroke (1 patient). One patient not receiving (32)P and one receiving (32)P are alive at 28 and 13 months, respectively. (32)P did not prolong survival (7.4 +/- 5.5 months with (32)P vs. 11.5 +/- 8.0 months without (32)P, p = 0.16). (32)P promoted tumor liquefaction, but did not decrease tumor size. Intratumoral (32)P was associated with more serious adverse events and did not improve survival for locally advanced unresectable pancreatic cancer.",FAILURE,mistral,HIGH,Increased tumor liquefaction,"Tumor liquefaction occurred in 78% of patients receiving (32)P and in 8% of patients not receiving (32)P, but the trial did not meet its primary endpoint as there was no statistically significant difference.",PHASE2/PHASE3,TERMINATED,2.0,2021-11-01,2023-12-31,
NCT00470535,,,This study was terminated earlier due to a phase III study that showed this drug inferior to sorafenib,FAILURE,why_stopped,HIGH,,This study was terminated earlier due to a phase III study that showed this drug inferior to sorafenib,PHASE2,TERMINATED,18.0,2007-01-31,2010-09-30,This study was terminated earlier due to a phase III study that showed this drug inferior to sorafenib
NCT03723915,,,The total accrual goal of 34 patients was not met. Stage 1 of the study did not meet the interim analysis criteria to move onto Stage 2 of the Simon 2 stage design.,FAILURE,why_stopped,HIGH,,The total accrual goal of 34 patients was not met. Stage 1 of the study did not meet the interim analysis criteria to move onto Stage 2 of the Simon 2 stage design.,PHASE2,TERMINATED,17.0,2018-11-14,2021-04-24,The total accrual goal of 34 patients was not met. Stage 1 of the study did not meet the interim analysis criteria to move onto Stage 2 of the Simon 2 stage design.
NCT05286827,,,The study was terminated due to low accrual and insufficient efficacy seen in first few participants treated.,FAILURE,why_stopped,HIGH,,The study was terminated due to low accrual and insufficient efficacy seen in first few participants treated.,PHASE2,TERMINATED,5.0,2023-12-14,2025-09-25,The study was terminated due to low accrual and insufficient efficacy seen in first few participants treated.
NCT04698915,,,Futility Analysis,FAILURE,why_stopped,HIGH,,Futility Analysis,PHASE2,TERMINATED,177.0,2021-05-07,2023-11-30,Futility Analysis
NCT01621243,,,The study was terminated after a pre-planned futility analyses showed an insufficient level of efficacy in the study population to warrant continuation.,FAILURE,why_stopped,HIGH,,The study was terminated after a pre-planned futility analyses showed an insufficient level of efficacy in the study population to warrant continuation.,PHASE1/PHASE2,TERMINATED,128.0,2012-05-31,2016-10-24,The study was terminated after a pre-planned futility analyses showed an insufficient level of efficacy in the study population to warrant continuation.
NCT00014651,,,Teminated by the DSMB because there are no differences between the control group and the Vapreotide group,FAILURE,why_stopped,HIGH,,Teminated by the DSMB because there are no differences between the control group and the Vapreotide group,PHASE3,TERMINATED,,2001-03-31,2002-04-30,Teminated by the DSMB because there are no differences between the control group and the Vapreotide group
NCT05116917,,,Based on the precpecified interim analysis the predictive probability was below 10% for the prespecified endpoint.,FAILURE,why_stopped,HIGH,,Based on the precpecified interim analysis the predictive probability was below 10% for the prespecified endpoint.,PHASE2,TERMINATED,19.0,2021-11-05,2023-10-19,Based on the precpecified interim analysis the predictive probability was below 10% for the prespecified endpoint.
NCT04141995,,,Due to low accrual and futility,FAILURE,why_stopped,HIGH,,Due to low accrual and futility,PHASE2,TERMINATED,11.0,2021-02-12,2025-05-13,Due to low accrual and futility
NCT00326911,,,The planned enrollment was 130 patients and the study was halted prematurely due to lack of efficacy in both arms. Enrolled patients continued treatment.,FAILURE,why_stopped,HIGH,,The planned enrollment was 130 patients and the study was halted prematurely due to lack of efficacy in both arms. Enrolled patients continued treatment.,PHASE2,TERMINATED,61.0,2006-05-31,2008-12-31,The planned enrollment was 130 patients and the study was halted prematurely due to lack of efficacy in both arms. Enrolled patients continued treatment.
NCT00864513,,,At interim analysis the study did not meet the response criteria to continue,FAILURE,why_stopped,HIGH,,At interim analysis the study did not meet the response criteria to continue,PHASE2,TERMINATED,17.0,2007-10-31,2009-07-31,At interim analysis the study did not meet the response criteria to continue
NCT01628913,,,This trial was terminated based on an interim analysis as BEZ235 did not demonstrate a progression free survival advantage to everolimus treatment.,FAILURE,why_stopped,HIGH,,This trial was terminated based on an interim analysis as BEZ235 did not demonstrate a progression free survival advantage to everolimus treatment.,PHASE2,TERMINATED,62.0,2012-10-31,2014-09-30,This trial was terminated based on an interim analysis as BEZ235 did not demonstrate a progression free survival advantage to everolimus treatment.
NCT01227018,,,interim analysis found the study drug to be ineffective,FAILURE,why_stopped,HIGH,,interim analysis found the study drug to be ineffective,PHASE2,TERMINATED,15.0,2010-12-31,2013-05-31,interim analysis found the study drug to be ineffective
NCT01956812,,,"The DSMB conducted an interim analysis on overall survival, which showed that the treatment arm did not demonstrate a sufficient improvement in OS vs. placebo.",FAILURE,why_stopped,HIGH,,"The DSMB conducted an interim analysis on overall survival, which showed that the treatment arm did not demonstrate a sufficient improvement in OS vs. placebo.",PHASE3,TERMINATED,334.0,2013-12-31,2016-11-30,"The DSMB conducted an interim analysis on overall survival, which showed that the treatment arm did not demonstrate a sufficient improvement in OS vs. placebo."
NCT03637491,,,Available clinical data has shown limited anti-tumor activity and reaching target study drug dose levels may not be feasible.,FAILURE,why_stopped,HIGH,,Available clinical data has shown limited anti-tumor activity and reaching target study drug dose levels may not be feasible.,PHASE1/PHASE2,TERMINATED,36.0,2018-08-15,2021-02-02,Available clinical data has shown limited anti-tumor activity and reaching target study drug dose levels may not be feasible.
NCT01834235,,,DSMB terminated the trial for futility.,FAILURE,why_stopped,HIGH,,DSMB terminated the trial for futility.,PHASE1/PHASE2,TERMINATED,81.0,2013-04-30,2019-12-31,DSMB terminated the trial for futility.
NCT02902484,,,The study was terminated due to futility and lack of future funding,FAILURE,why_stopped,HIGH,,The study was terminated due to futility and lack of future funding,PHASE1/PHASE2,TERMINATED,14.0,2017-09-07,2021-10-26,The study was terminated due to futility and lack of future funding
NCT03213626,,,There were no objective responses by patient 7.,FAILURE,why_stopped,HIGH,,There were no objective responses by patient 7.,PHASE2,TERMINATED,7.0,2017-10-13,2019-11-18,There were no objective responses by patient 7.
NCT01318642,,,NCT01318642: Planned independent DMC Interim review: ended for futility,FAILURE,why_stopped,HIGH,,NCT01318642: Planned independent DMC Interim review: ended for futility,PHASE2,TERMINATED,10.0,2012-05-31,2012-12-03,NCT01318642: Planned independent DMC Interim review: ended for futility
NCT01774604,,,Futility,FAILURE,why_stopped,HIGH,,Futility,PHASE3,TERMINATED,449.0,2013-01-31,2014-12-31,Futility
NCT01050426,,,Data from other trials failed to demonstrate meaningful survival advantage,FAILURE,why_stopped,HIGH,,Data from other trials failed to demonstrate meaningful survival advantage,PHASE2,TERMINATED,17.0,2009-03-31,2014-12-31,Data from other trials failed to demonstrate meaningful survival advantage
NCT00358566,,,Preliminary data showed no survival benefit in the GV1001 group compared to the gemcitabine group.,FAILURE,why_stopped,HIGH,,Preliminary data showed no survival benefit in the GV1001 group compared to the gemcitabine group.,PHASE3,TERMINATED,360.0,2006-06-30,2008-08-31,Preliminary data showed no survival benefit in the GV1001 group compared to the gemcitabine group.
NCT04258150,,,primary endpoint was not met,FAILURE,why_stopped,HIGH,,primary endpoint was not met,PHASE2,TERMINATED,26.0,2020-04-16,2021-11-23,primary endpoint was not met
NCT05070247,,,Clinical Futility of TAK 500 met. No further development with this compound,FAILURE,why_stopped,HIGH,,Clinical Futility of TAK 500 met. No further development with this compound,PHASE1/PHASE2,TERMINATED,61.0,2022-04-14,2025-01-06,Clinical Futility of TAK 500 met. No further development with this compound
NCT03610490,,,Lack of Efficacy,FAILURE,why_stopped,HIGH,,Lack of Efficacy,PHASE2,TERMINATED,16.0,2018-10-16,2024-08-21,Lack of Efficacy
